time_s,tcp_x,tcp_y,tcp_z,waypoint,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,q0,q1,q2,q3,q4,q5,dq0,dq1,dq2,dq3,dq4,dq5,tau0,tau1,tau2,tau3,tau4,tau5,jerk_x,jerk_y,jerk_z
7.400000,0.373587,-0.613787,0.178737,0,-0.481000,-0.111000,-0.037000,-0.097500,-0.022500,-0.007500,-1.210632,-1.005464,1.268666,-1.833997,-1.570799,-1.210628,-0.692286,-0.352044,0.662507,-0.310465,-0.000001,-0.692286,-0.224588,-41.159104,-19.603836,-1.822920,-0.005230,-0.000000,0.975000,0.225000,0.075000
7.500000,0.325000,-0.625000,0.175000,0,-0.485875,-0.112125,-0.037375,-0.000000,0.000000,-0.000000,-1.281652,-1.036672,1.328152,-1.862276,-1.570799,-1.281649,-0.718376,-0.269017,0.524379,-0.255364,-0.000001,-0.718376,0.043307,-39.905306,-19.491777,-1.825255,0.000291,0.000000,0.975000,0.225000,0.075000
7.600000,0.276412,-0.636212,0.171262,0,-0.481000,-0.111000,-0.037000,0.097500,0.022500,0.007500,-1.354307,-1.059268,1.373542,-1.885070,-1.570799,-1.354304,-0.723811,-0.182436,0.384012,-0.201578,-0.000000,-0.723811,0.305639,-39.015835,-19.388491,-1.826698,0.005801,0.000000,0.975000,0.225000,0.075000
7.700000,0.228800,-0.647200,0.167600,0,-0.466375,-0.107625,-0.035875,0.195000,0.045000,0.015000,-1.426415,-1.073159,1.404954,-1.902591,-1.570799,-1.426411,-0.707151,-0.097903,0.248488,-0.150587,-0.000000,-0.707151,0.574103,-38.514377,-19.296414,-1.827215,0.011266,0.000000,0.975000,0.225000,0.075000
7.800000,0.183138,-0.657737,0.164087,0,-0.442000,-0.102000,-0.034000,0.292500,0.067500,0.022500,-1.495737,-1.078848,1.423239,-1.915187,-1.570799,-1.495734,-0.668782,-0.021409,0.125133,-0.103725,-0.000000,-0.668782,0.858742,-38.390027,-19.217527,-1.826869,0.016661,0.000000,0.975000,0.225000,0.075000
7.900000,0.140400,-0.667600,0.160800,0,-0.407875,-0.094125,-0.031375,0.390000,0.090000,0.030000,-1.560171,-1.077441,1.429981,-1.923336,-1.570799,-1.560167,-0.610753,0.041409,0.021014,-0.062424,-0.000000,-0.610753,1.165459,-38.597403,-19.153564,-1.825819,0.021969,0.000000,0.975000,0.225000,0.075000
8.000000,0.101562,-0.676562,0.157812,0,-0.364000,-0.084000,-0.028000,0.487500,0.112500,0.037500,-1.617888,-1.070566,1.427442,-1.927672,-1.570799,-1.617885,-0.536154,0.085996,-0.057685,-0.028313,0.000000,-0.536154,1.494944,-39.062182,-19.105557,-1.824287,0.027177,0.000000,0.975000,0.225000,0.075000
8.100000,0.067600,-0.684400,0.155200,0,-0.310375,-0.071625,-0.023875,0.585000,0.135000,0.045000,-1.667402,-1.060241,1.418444,-1.928999,-1.570799,-1.667398,-0.448258,0.109383,-0.106310,-0.003075,0.000000,-0.448258,1.843196,-39.690098,-19.073070,-1.822508,0.032282,0.000000,0.975000,0.225000,0.075000
8.200000,0.039488,-0.690887,0.153037,0,-0.247000,-0.057000,-0.019000,0.682500,0.157500,0.052500,-1.707540,-1.048690,1.406180,-1.928287,-1.570799,-1.707536,-0.349727,0.110444,-0.122391,0.011946,0.000000,-0.349727,2.203002,-40.376783,-19.053706,-1.820700,0.037311,-0.000000,0.975000,0.225000,0.075000
8.300000,0.018200,-0.695800,0.151400,0,-0.173875,-0.040125,-0.013375,0.780000,0.180000,0.060000,-1.737347,-1.038153,1.393966,-1.926610,-1.570799,-1.737344,-0.242046,0.090025,-0.106358,0.016333,0.000000,-0.242046,2.565104,-41.017714,-19.042955,-1.819013,0.042305,0.000000,0.975000,0.225000,0.075000
8.400000,0.004712,-0.698913,0.150362,0,-0.091000,-0.021000,-0.007000,0.633750,0.146250,0.048750,-1.755949,-1.030685,1.384909,-1.925020,-1.570799,-1.755945,-0.125306,0.050919,-0.062007,0.011087,0.000000,-0.125306,2.110991,-41.179519,-19.062048,-1.819924,0.034316,0.000000,0.975000,0.225000,0.075000
8.500000,-0.000000,-0.700000,0.150000,5,-0.047125,-0.010875,-0.003625,0.438750,0.101250,0.033750,-1.762408,-1.027969,1.381564,-1.924392,-1.570799,-1.762405,-0.064594,0.027160,-0.033442,0.006282,-0.000000,-0.064594,1.465965,-41.047734,-19.081703,-1.821359,0.023686,0.000000,0.975000,0.225000,0.075000
